chr	pos	gene_name	ensg_ids
2	83657735	"RNU6-1312P"	"ENSG00000199295.1"
2	84031140	"AC016908.1"	"ENSG00000228225.1"
2	84039885	"ST6GALNAC2P1"	"ENSG00000228902.1"
2	84290683	"FUNDC2P2"	"ENSG00000182814.7"
2	84315108	"AC106874.1"	"ENSG00000228272.1"
2	84423528	"SUCLG1"	"ENSG00000163541.12"
2	84516455	"DNAH6"	"ENSG00000115423.19"
2	84750769	"DUXAP1"	"ENSG00000259056.1"
2	84777259	"LDHAP7"	"ENSG00000235847.2"
2	84821650	"TRABD2A"	"ENSG00000186854.11"
2	84850711	"AC010087.1"	"ENSG00000276362.1"
2	84874696	"RPL12P18"	"ENSG00000213400.3"
2	84905656	"TMSB10"	"ENSG00000034510.6"
2	84915868	"AC022210.1"	"ENSG00000213399.3"
2	84926019	"AC022210.2"	"ENSG00000287625.1"
2	84971093	"KCMF1"	"ENSG00000176407.18"
2	85061213	"LINC01964"	"ENSG00000260840.2"
2	85068809	"AC078974.1"	"ENSG00000235463.1"
2	85102389	"LSM3P3"	"ENSG00000225787.1"
2	85133392	"TCF7L1"	"ENSG00000152284.5"
2	85186409	"TCF7L1-IT1"	"ENSG00000231134.1"
2	85204926	"RNU6-674P"	"ENSG00000200701.1"
2	85262144	"AC093162.1"	"ENSG00000230299.1"
2	85315041	"AC093162.3"	"ENSG00000246575.2"
2	85318020	"TGOLN2"	"ENSG00000152291.14"
2	85332895	"AC093162.2"	"ENSG00000239143.1"
2	85341281	"PEBP1P2"	"ENSG00000270532.1"
2	85341955	"RETSAT"	"ENSG00000042445.14"
2	85354394	"ELMOD3"	"ENSG00000115459.18"
2	85360798	"AC062037.2"	"ENSG00000271014.1"
2	85367585	"AC062037.1"	"ENSG00000202382.1"
2	85368282	"RN7SL113P"	"ENSG00000278590.1"
2	85387074	"AC062037.3"	"ENSG00000273196.1"
2	85394753	"CAPG"	"ENSG00000042493.16"
2	85418504	"AC062037.4"	"ENSG00000286011.1"
2	85418931	"SH2D6"	"ENSG00000152292.17"
2	85434507	"AC016753.2"	"ENSG00000207207.1"
2	85442495	"RN7SL251P"	"ENSG00000244399.3"
2	85460144	"AC016753.1"	"ENSG00000199936.1"
2	85490930	"RPSAP22"	"ENSG00000229648.1"
2	85537462	"PARTICL"	"ENSG00000286532.1"
2	85539168	"MAT2A"	"ENSG00000168906.13"
2	85544720	"GGCX"	"ENSG00000115486.12"
2	85561562	"VAMP8"	"ENSG00000118640.11"
2	85567662	"RN7SL126P"	"ENSG00000276281.1"
2	85584431	"VAMP5"	"ENSG00000168899.5"
2	85595725	"RNF181"	"ENSG00000168894.10"
2	85598547	"TMEM150A"	"ENSG00000168890.14"
2	85602856	"USP39"	"ENSG00000168883.20"
2	85605254	"C2orf68"	"ENSG00000168887.11"
2	85657314	"SFTPB"	"ENSG00000168878.18"
2	85685175	"GNLY"	"ENSG00000115523.16"
2	85686053	"AC012454.1"	"ENSG00000203363.2"
2	85728194	"RNU1-38P"	"ENSG00000199687.1"
2	85751344	"ATOH8"	"ENSG00000168874.13"
2	85783600	"MIR6071"	"ENSG00000278783.1"
2	85815130	"AC105053.1"	"ENSG00000229498.1"
2	85820435	"RN7SKP83"	"ENSG00000252321.1"
2	85837120	"ST3GAL5"	"ENSG00000115525.18"
2	85889151	"ST3GAL5-AS1"	"ENSG00000232504.5"
2	85904279	"AC012511.1"	"ENSG00000272564.1"
2	85934535	"AC012511.2"	"ENSG00000287628.1"
2	86020216	"POLR1A"	"ENSG00000068654.16"
2	86106223	"PTCD3"	"ENSG00000132300.19"
2	86135870	"SNORD94"	"ENSG00000208772.1"
2	86143932	"IMMT"	"ENSG00000132305.20"
2	86159956	"AC009309.1"	"ENSG00000200241.1"
2	86193026	"MIR4779"	"ENSG00000265420.1"
2	86195590	"AC009309.2"	"ENSG00000273080.1"
2	86199355	"MRPL35"	"ENSG00000132313.15"
2	86213993	"REEP1"	"ENSG00000068615.18"
2	86347062	"AC009408.1"	"ENSG00000202537.1"
2	86364136	"AC009408.2"	"ENSG00000251974.1"
2	86440647	"KDM3A"	"ENSG00000115548.17"
2	86503430	"CHMP3"	"ENSG00000115561.16"
2	86505668	"RNF103-CHMP3"	"ENSG00000249884.8"
2	86515204	"RNU6-640P"	"ENSG00000200563.1"
2	86562070	"AC015971.1"	"ENSG00000228363.2"
2	86603398	"RNF103"	"ENSG00000239305.7"
2	86720291	"RMND5A"	"ENSG00000153561.13"
2	86784610	"CD8A"	"ENSG00000153563.15"
2	86815339	"CD8B"	"ENSG00000172116.23"
2	86861825	"ANAPC1P1"	"ENSG00000233673.7"
2	86885075	"AC111200.1"	"ENSG00000213605.2"
2	86907953	"RGPD1"	"ENSG00000187627.15"
2	86930250	"AC111200.2"	"ENSG00000231351.2"
2	86934462	"NDUFB4P5"	"ENSG00000226114.1"
2	87002559	"PLGLB1"	"ENSG00000183281.14"
2	87030675	"AC125232.2"	"ENSG00000285793.1"
2	87031815	"AC125232.1"	"ENSG00000231259.5"
2	87055658	"AC092651.2"	"ENSG00000266931.2"
2	87075653	"AC092651.3"	"ENSG00000287931.1"
2	87118534	"AC092651.1"	"ENSG00000230395.1"
2	87125198	"AC083899.1"	"ENSG00000204745.4"
2	87194786	"MIR4771-1"	"ENSG00000264793.1"
2	87221113	"AC083899.2"	"ENSG00000233671.1"
2	87249095	"LINC01955"	"ENSG00000281477.1"
2	87301658	"AC083899.3"	"ENSG00000271097.1"
2	87311460	"AC068279.2"	"ENSG00000287763.1"
2	87338511	"IGKV3OR2-268"	"ENSG00000233999.3"
2	87379880	"AC068279.1"	"ENSG00000224881.1"
2	87439523	"LINC01943"	"ENSG00000280721.1"
2	87454781	"CYTOR"	"ENSG00000222041.11"
2	87455476	"AC133644.3"	"ENSG00000284879.1"
2	87477495	"AC133644.2"	"ENSG00000273445.1"
2	87565828	"AC133644.1"	"ENSG00000214354.3"
2	87629755	"MIR4435-1"	"ENSG00000265507.1"
2	87654890	"AC133965.1"	"ENSG00000225933.1"
2	87700984	"AC093616.1"	"ENSG00000234231.4"
2	87748087	"PLGLB2"	"ENSG00000125551.19"
2	87755960	"RGPD2"	"ENSG00000185304.15"
2	87824942	"MTATP8P2"	"ENSG00000229604.2"
2	87968609	"NDUFB4P7"	"ENSG00000225428.1"
2	87972656	"AC108479.1"	"ENSG00000233205.1"
2	87980714	"AC108479.2"	"ENSG00000275597.1"
2	88003008	"AC108479.4"	"ENSG00000288437.1"
2	88016354	"RNU2-63P"	"ENSG00000222724.1"
2	88016780	"AC108479.3"	"ENSG00000287670.1"
2	88027205	"KRCC1"	"ENSG00000172086.9"
2	88067825	"SMYD1"	"ENSG00000115593.15"
2	88082519	"MIR4780"	"ENSG00000265003.1"
2	88122982	"FABP1"	"ENSG00000163586.10"
2	88170295	"THNSL2"	"ENSG00000144115.16"
2	88364695	"MRPL45P1"	"ENSG00000232508.1"
2	88367793	"AC012671.2"	"ENSG00000283262.1"
2	88383494	"RNU6-1168P"	"ENSG00000212133.1"
2	88414898	"RNU6-1007P"	"ENSG00000252395.2"
2	88428078	"AC012671.1"	"ENSG00000224291.1"
2	88446787	"FOXI3"	"ENSG00000214336.5"
2	88524649	"TEX37"	"ENSG00000172073.4"
2	88538720	"AC104134.1"	"ENSG00000225420.1"
2	88556741	"EIF2AK3"	"ENSG00000172071.14"
2	88627539	"EIF2AK3-DT"	"ENSG00000234028.3"
2	88690177	"AC062029.1"	"ENSG00000287686.1"
2	88691673	"RPIA"	"ENSG00000153574.9"
2	88765807	"ANKRD36BP2"	"ENSG00000230006.7"
2	88811186	"AC244205.2"	"ENSG00000283270.1"
2	88811186	"AC244205.1"	"ENSG00000240040.6"
2	88812370	"MIR4436A"	"ENSG00000265510.1"
2	88857161	"IGKC"	"ENSG00000211592.8"
2	88860568	"IGKJ5"	"ENSG00000211593.2"
2	88860886	"IGKJ4"	"ENSG00000211594.2"
2	88861221	"IGKJ3"	"ENSG00000211595.2"
2	88861525	"IGKJ2"	"ENSG00000211596.3"
2	88861886	"IGKJ1"	"ENSG00000211597.2"
2	88885397	"IGKV4-1"	"ENSG00000211598.2"
2	88897232	"IGKV5-2"	"ENSG00000211599.2"
2	88915081	"IGKV7-3"	"ENSG00000197794.2"
2	88922328	"PGBD4P5"	"ENSG00000225136.1"
2	88931666	"IGKV2-4"	"ENSG00000253435.1"
2	88947301	"IGKV1-5"	"ENSG00000243466.1"
2	88966262	"IGKV1-6"	"ENSG00000239855.1"
2	88978468	"IGKV3-7"	"ENSG00000243063.1"
2	88992409	"IGKV1-8"	"ENSG00000240671.4"
2	89009982	"IGKV1-9"	"ENSG00000241755.1"
2	89019992	"IGKV2-10"	"ENSG00000253278.1"
2	89027171	"IGKV3-11"	"ENSG00000241351.3"
2	89040224	"IGKV1-12"	"ENSG00000243290.3"
2	89045995	"IGKV1-13"	"ENSG00000253497.1"
2	89078010	"IGKV2-14"	"ENSG00000253265.1"
2	89085177	"IGKV3-15"	"ENSG00000244437.1"
2	89099859	"IGKV1-16"	"ENSG00000240864.3"
2	89117342	"IGKV1-17"	"ENSG00000240382.3"
2	89128724	"IGKV2-18"	"ENSG00000254157.1"
2	89134975	"IGKV2-19"	"ENSG00000253732.1"
2	89142574	"IGKV3-20"	"ENSG00000239951.1"
2	89159751	"IGKV6-21"	"ENSG00000211611.2"
2	89170775	"IGKV1-22"	"ENSG00000253578.1"
2	89172022	"IGKV2-23"	"ENSG00000253625.1"
2	89176328	"IGKV2-24"	"ENSG00000241294.1"
2	89192500	"IGKV3-25"	"ENSG00000253202.1"
2	89196096	"IGKV2-26"	"ENSG00000254098.1"
2	89203509	"AC244255.1"	"ENSG00000277852.1"
2	89213423	"IGKV1-27"	"ENSG00000244575.3"
2	89221698	"IGKV2-28"	"ENSG00000244116.3"
2	89234174	"IGKV2-29"	"ENSG00000253998.3"
2	89244781	"IGKV2-30"	"ENSG00000243238.1"
2	89252211	"IGKV3-31"	"ENSG00000253158.1"
2	89253571	"IGKV1-32"	"ENSG00000253870.1"
2	89266494	"IGKV1-33"	"ENSG00000242076.2"
2	89275298	"IGKV3-34"	"ENSG00000253860.1"
2	89286689	"IGKV1-35"	"ENSG00000253461.1"
2	89295233	"IGKV2-36"	"ENSG00000253487.1"
2	89297264	"IGKV1-37"	"ENSG00000239862.1"
2	89309898	"IGKV2-38"	"ENSG00000253592.1"
2	89319625	"IGKV1-39"	"ENSG00000242371.1"
2	89330110	"IGKV2-40"	"ENSG00000273962.1"
2	89533185	"AC006453.5"	"ENSG00000283427.1"
2	89542842	"AC006453.3"	"ENSG00000283196.2"
2	89600571	"AC006453.1"	"ENSG00000276861.1"
2	89622213	"AC006453.2"	"ENSG00000283132.1"
2	89662601	"AC006453.4"	"ENSG00000283214.1"
2	89666033	"AC006453.6"	"ENSG00000283659.1"
2	89851791	"IGKV2D-40"	"ENSG00000251039.2"
2	89862482	"IGKV1D-39"	"ENSG00000251546.1"
2	89872463	"IGKV2D-38"	"ENSG00000254009.1"
2	89884740	"IGKV1D-37"	"ENSG00000250036.1"
2	89887022	"IGKV2D-36"	"ENSG00000253127.1"
2	89895502	"IGKV1D-35"	"ENSG00000232747.2"
2	89906757	"IGKV3D-34"	"ENSG00000253501.1"
2	89913982	"IGKV1D-33"	"ENSG00000239975.2"
2	89928422	"IGKV1D-32"	"ENSG00000253191.1"
2	89929701	"IGKV3D-31"	"ENSG00000253999.1"
2	89936859	"IGKV2D-30"	"ENSG00000239571.1"
2	89947512	"IGKV2D-29"	"ENSG00000243264.2"
2	89959979	"IGKV2D-28"	"ENSG00000242534.2"
2	89968867	"IGKV1D-27"	"ENSG00000224607.4"
2	89985922	"IGKV2D-26"	"ENSG00000211623.2"
2	89989987	"IGKV3D-25"	"ENSG00000254097.1"
2	90004797	"IGKV2D-24"	"ENSG00000241566.1"
2	90009402	"IGKV2D-23"	"ENSG00000254345.1"
2	90010741	"IGKV1D-22"	"ENSG00000253365.1"
2	90021567	"IGKV6D-21"	"ENSG00000225523.2"
2	90038848	"IGKV3D-20"	"ENSG00000211625.2"
2	90046796	"IGKV2D-19"	"ENSG00000253765.1"
2	90052581	"IGKV2D-18"	"ENSG00000254220.1"
2	90069662	"IGKV6D-41"	"ENSG00000211626.2"
2	90082635	"IGKV1D-17"	"ENSG00000242766.1"
2	90100236	"IGKV1D-16"	"ENSG00000241244.1"
2	90114838	"IGKV3D-15"	"ENSG00000224041.3"
2	90121786	"IGKV2D-14"	"ENSG00000254292.1"
2	90154073	"IGKV1D-13"	"ENSG00000276566.1"
2	90159840	"IGKV1D-12"	"ENSG00000278857.1"
2	90172802	"IGKV3D-11"	"ENSG00000211632.4"
2	90179889	"IGKV2D-10"	"ENSG00000253906.1"
2	90190193	"IGKV1D-42"	"ENSG00000211633.3"
2	90209873	"IGKV1D-43"	"ENSG00000242580.1"
2	90220727	"IGKV1D-8"	"ENSG00000239819.2"
2	90234812	"IGKV3D-7"	"ENSG00000228325.5"
2	90309230	"AC233263.2"	"ENSG00000275490.1"
2	90315366	"IGKV1OR2-118"	"ENSG00000270999.1"
2	90359809	"AC233263.1"	"ENSG00000265897.2"
2	90365737	"AC233263.6"	"ENSG00000281904.1"
2	91578478	"AC233266.1"	"ENSG00000230964.1"
2	91580336	"AC233266.2"	"ENSG00000261600.1"
2	91589494	"AC116050.1"	"ENSG00000278131.1"
2	91617160	"LSP1P4"	"ENSG00000143429.10"
2	91674857	"RNA5SP100"	"ENSG00000222835.1"
2	91684447	"DRD5P1"	"ENSG00000184303.5"
2	91686102	"AC027612.2"	"ENSG00000230572.5"
2	91723023	"AC027612.4"	"ENSG00000271627.1"
2	91736726	"AC027612.1"	"ENSG00000223703.1"
2	91747940	"AC027612.3"	"ENSG00000232531.3"
2	91759462	"AC027612.5"	"ENSG00000286698.1"
2	91775944	"GGT8P"	"ENSG00000236969.2"
2	91817771	"IGKV1OR2-1"	"ENSG00000235235.6"
2	91840601	"ABCD1P5"	"ENSG00000214330.4"
2	91859384	"AC127391.1"	"ENSG00000237085.2"
2	91877969	"PABPC1P6"	"ENSG00000227497.1"
2	91883076	"SLC9B1P2"	"ENSG00000214329.7"
2	91940668	"ACTR3BP2"	"ENSG00000226481.3"
2	91957436	"CHEK2P3"	"ENSG00000234898.1"
2	92006680	"AC128677.1"	"ENSG00000235147.1"
2	92034522	"IGKV1OR2-2"	"ENSG00000223816.5"
2	94195806	"AC026273.1"	"ENSG00000286156.1"
2	94575976	"AL845331.3"	"ENSG00000261522.5"
2	94588522	"AL845331.2"	"ENSG00000259916.1"
2	94725674	"CNN2P11"	"ENSG00000237383.1"
2	94734655	"AL845331.1"	"ENSG00000227265.2"
2	94737337	"CNN2P8"	"ENSG00000213355.3"
2	94750582	"AC073464.2"	"ENSG00000234837.1"
2	94759259	"CYP4F32P"	"ENSG00000223564.1"
2	94760774	"AC073464.1"	"ENSG00000232502.1"
2	94786688	"SNX18P14"	"ENSG00000235571.1"
2	94791103	"ANKRD20A8P"	"ENSG00000229089.8"
2	94846533	"RNU6-1320P"	"ENSG00000212140.1"
2	94861362	"SOWAHCP5"	"ENSG00000278631.1"
2	94867486	"AC097374.1"	"ENSG00000259848.9"
2	94871430	"TEKT4"	"ENSG00000163060.8"
2	94899566	"MTCO1P48"	"ENSG00000237055.1"
2	94900990	"MTCO3P45"	"ENSG00000232128.1"
2	94912432	"RPS24P6"	"ENSG00000233158.1"
2	94953161	"AC103563.3"	"ENSG00000231331.1"
2	94961047	"AC103563.4"	"ENSG00000232594.1"
2	94964473	"AC103563.5"	"ENSG00000233105.1"
2	94971954	"AC103563.1"	"ENSG00000224585.1"
2	94974544	"AC103563.6"	"ENSG00000233447.1"
2	94991880	"AC103563.8"	"ENSG00000235186.1"
2	95003545	"RN7SL575P"	"ENSG00000277591.1"
2	95025193	"AC103563.7"	"ENSG00000233850.1"
2	95025677	"MAL"	"ENSG00000172005.11"
2	95051395	"AC103563.2"	"ENSG00000231062.1"
2	95067074	"AC103563.9"	"ENSG00000287362.1"
2	95085369	"MRPS5"	"ENSG00000144029.12"
2	95145000	"ZNF514"	"ENSG00000144026.12"
2	95165432	"ZNF2"	"ENSG00000275111.5"
2	95196449	"SLC2AXP1"	"ENSG00000275768.1"
2	95207535	"AC092835.1"	"ENSG00000233757.6"
2	95274449	"PROM2"	"ENSG00000155066.16"
2	95297327	"KCNIP3"	"ENSG00000115041.13"
2	95368507	"FABP7P2"	"ENSG00000235129.1"
2	95402708	"FAHD2A"	"ENSG00000115042.10"
2	95413456	"AC009238.3"	"ENSG00000248821.1"
2	95434759	"AC009238.2"	"ENSG00000233275.1"
2	95436133	"AC009238.1"	"ENSG00000227120.1"
2	95450310	"UBTFL5"	"ENSG00000204705.3"
2	95460144	"AC133104.2"	"ENSG00000277747.1"
2	95468863	"AC133104.1"	"ENSG00000234903.1"
2	95476967	"TRIM43B"	"ENSG00000144010.9"
2	95485541	"AC009237.11"	"ENSG00000238162.1"
2	95486480	"AC009237.1"	"ENSG00000223917.1"
2	95496022	"AC009237.10"	"ENSG00000237308.1"
2	95502791	"AC009237.2"	"ENSG00000224719.1"
2	95514827	"TRIM64FP"	"ENSG00000226185.2"
2	95525109	"AC009237.14"	"ENSG00000272913.1"
2	95525345	"AC009237.3"	"ENSG00000229689.3"
2	95536117	"AC009237.8"	"ENSG00000236431.1"
2	95537969	"AC009237.15"	"ENSG00000273305.1"
2	95542730	"AC009237.5"	"ENSG00000233037.2"
2	95546531	"OR7E102P"	"ENSG00000168992.4"
2	95574901	"TRIM51JP"	"ENSG00000232717.2"
2	95588149	"AC009237.16"	"ENSG00000274028.1"
2	95590969	"AC009237.4"	"ENSG00000230083.1"
2	95592001	"TRIM43"	"ENSG00000144015.5"
2	95606924	"AC009237.7"	"ENSG00000236026.1"
2	95607073	"AC009237.13"	"ENSG00000271003.1"
2	95616492	"AC009237.12"	"ENSG00000270193.1"
2	95625213	"UBTFL3"	"ENSG00000204699.4"
2	95633850	"AC009237.17"	"ENSG00000275497.1"
2	95640181	"AC009237.6"	"ENSG00000235959.1"
2	95641634	"AC009237.9"	"ENSG00000236750.1"
2	95660588	"AC008268.1"	"ENSG00000235584.3"
2	95789654	"GPAT2P1"	"ENSG00000237510.7"
2	95807052	"LINC00342"	"ENSG00000232931.6"
2	95836919	"ANKRD36C"	"ENSG00000174501.14"
2	96004563	"RN7SL210P"	"ENSG00000275961.1"
2	96010551	"FAHD2CP"	"ENSG00000231584.8"
2	96021946	"GPAT2"	"ENSG00000186281.12"
2	96112876	"ADRA2B"	"ENSG00000274286.2"
2	96123850	"ASTL"	"ENSG00000188886.3"
2	96143169	"DUSP2"	"ENSG00000158050.5"
2	96145602	"AC012307.1"	"ENSG00000228873.1"
2	96184859	"STARD7"	"ENSG00000084090.13"
2	96208403	"STARD7-AS1"	"ENSG00000204685.7"
2	96248516	"TMEM127"	"ENSG00000135956.8"
2	96266159	"CIAO1"	"ENSG00000144021.3"
2	96274338	"SNRNP200"	"ENSG00000144028.15"
2	96307263	"AC021188.1"	"ENSG00000230747.1"
2	96325331	"ITPRIPL1"	"ENSG00000198885.9"
2	96335766	"NCAPH"	"ENSG00000121152.10"
2	96497646	"NEURL3"	"ENSG00000163121.10"
2	96527940	"AC013270.1"	"ENSG00000235480.1"
2	96536743	"ARID5A"	"ENSG00000196843.17"
2	96593170	"KANSL3"	"ENSG00000114982.19"
2	96642737	"FER1L5"	"ENSG00000249715.12"
2	96705929	"LMAN2L"	"ENSG00000114988.11"
2	96760902	"CNNM4"	"ENSG00000158158.12"
2	96798278	"MIR3127"	"ENSG00000264157.3"
2	96812239	"CNNM3-DT"	"ENSG00000273265.1"
2	96816245	"CNNM3"	"ENSG00000168763.16"
2	96824526	"ANKRD23"	"ENSG00000163126.15"
2	96836611	"ANKRD39"	"ENSG00000213337.9"
2	96859718	"SEMA4C"	"ENSG00000168758.11"
2	96875882	"FAM178B"	"ENSG00000168754.15"
2	96912549	"AC092636.2"	"ENSG00000286654.1"
2	96938923	"AC092636.1"	"ENSG00000274206.1"
2	96956708	"RNA5SP101"	"ENSG00000252845.1"
2	97000436	"AC079395.3"	"ENSG00000275094.1"
2	97008368	"AC079395.2"	"ENSG00000273634.1"
2	97018343	"AC079395.1"	"ENSG00000248134.1"
2	97025981	"TRIM43CP"	"ENSG00000144188.9"
2	97034442	"AC018892.1"	"ENSG00000230343.1"
2	97035461	"AC018892.2"	"ENSG00000236847.1"
2	97046588	"IGKV2OR2-1"	"ENSG00000270748.1"
2	97050729	"IGKV2OR2-2"	"ENSG00000271402.1"
2	97060128	"IGKV1OR2-3"	"ENSG00000204670.7"
2	97081098	"GPAT2P2"	"ENSG00000188383.8"
2	97083583	"FAHD2B"	"ENSG00000144199.11"
2	97094935	"AC018892.3"	"ENSG00000279791.1"
2	97100587	"RN7SL313P"	"ENSG00000275655.1"
2	97113218	"ANKRD36"	"ENSG00000135976.19"
2	97281356	"AC159540.2"	"ENSG00000277701.5"
2	97301729	"AC159540.1"	"ENSG00000237837.1"
2	97322137	"IGKV1OR2-9"	"ENSG00000271351.1"
2	97331533	"IGKV2OR2-10"	"ENSG00000276050.1"
2	97335671	"IGKV2OR2-7D"	"ENSG00000271015.1"
2	97348899	"IGKV3OR2-5"	"ENSG00000270252.1"
2	97355059	"IGKV1OR2-6"	"ENSG00000271569.1"
2	97372532	"IGKV2OR2-7"	"ENSG00000270450.1"
2	97376674	"IGKV2OR2-8"	"ENSG00000278537.1"
2	97386082	"IGKV1OR2-11"	"ENSG00000270187.1"
2	97416165	"AC092683.1"	"ENSG00000230606.11"
2	97421075	"AC092683.2"	"ENSG00000278766.2"
2	97492663	"ANKRD36B"	"ENSG00000196912.12"
2	97523949	"AC017099.1"	"ENSG00000235833.1"
2	97618638	"AC017099.2"	"ENSG00000286036.1"
2	97636780	"UBTFL6"	"ENSG00000228970.6"
2	97646062	"COX5B"	"ENSG00000135940.7"
2	97655939	"ACTR1B"	"ENSG00000115073.8"
2	97664217	"C2orf92"	"ENSG00000228486.10"
2	97664591	"RNU4-8P"	"ENSG00000201806.1"
2	97713560	"ZAP70"	"ENSG00000115085.13"
2	97756333	"TMEM131"	"ENSG00000075568.17"
2	97827248	"HMGN1P36"	"ENSG00000235734.4"
2	97913054	"RNU7-96P"	"ENSG00000238719.1"
2	98087116	"VWA3B"	"ENSG00000168658.19"
2	98206151	"ATP5F1BP1"	"ENSG00000231635.1"
2	98331389	"AC092675.1"	"ENSG00000222000.7"
2	98346188	"CNGA3"	"ENSG00000144191.12"
2	98346995	"AC092675.2"	"ENSG00000227987.1"
2	98444854	"INPP4A"	"ENSG00000040933.15"
2	98599314	"COA5"	"ENSG00000183513.9"
2	98608579	"UNC50"	"ENSG00000115446.11"
2	98619106	"MGAT4A"	"ENSG00000071073.13"
2	98694109	"YWHAQP5"	"ENSG00000236564.1"
2	98761098	"LINC02611"	"ENSG00000226791.7"
2	98782410	"RNU4-84P"	"ENSG00000201070.1"
2	98793846	"KIAA1211L"	"ENSG00000196872.12"
2	98840675	"RNU7-46P"	"ENSG00000238830.1"
2	98997261	"TSGA10"	"ENSG00000135951.16"
2	99102018	"AC019097.1"	"ENSG00000231822.1"
2	99141485	"C2orf15"	"ENSG00000273045.6"
2	99141485	"AC079447.1"	"ENSG00000241962.9"
2	99154955	"LIPT1"	"ENSG00000144182.17"
2	99154998	"AC092587.1"	"ENSG00000273155.1"
2	99161427	"MITD1"	"ENSG00000158411.11"
2	99181152	"MRPL30"	"ENSG00000185414.20"
2	99242246	"LYG2"	"ENSG00000185674.9"
2	99284238	"LYG1"	"ENSG00000144214.9"
2	99318982	"TXNDC9"	"ENSG00000115514.12"
2	99337371	"EIF5B"	"ENSG00000158417.11"
2	99400475	"REV1"	"ENSG00000135945.10"
2	99405218	"AC018690.1"	"ENSG00000273306.1"
2	99545419	"AFF3"	"ENSG00000144218.19"
2	100104919	"AC092667.1"	"ENSG00000230393.1"
2	100208254	"LINC01104"	"ENSG00000232084.5"
2	100271875	"LONRF2"	"ENSG00000170500.13"
2	100370255	"AC012493.2"	"ENSG00000269383.2"
2	100377421	"AC012493.3"	"ENSG00000270699.1"
2	100391860	"CHST10"	"ENSG00000115526.11"
2	100425348	"AC012493.1"	"ENSG00000238029.1"
2	100470482	"NMS"	"ENSG00000204640.1"
2	100509277	"AC068538.1"	"ENSG00000204637.4"
2	100562993	"PDCL3"	"ENSG00000115539.14"
2	100591150	"HMGN2P22"	"ENSG00000227259.2"
2	100603752	"LINC01849"	"ENSG00000234988.2"
2	100642444	"AC092845.1"	"ENSG00000287832.1"
2	100660199	"NANOGNBP1"	"ENSG00000226034.2"
2	100669892	"LINC01868"	"ENSG00000234169.1"
2	100722221	"AC092168.1"	"ENSG00000228488.1"
2	100739958	"AC092168.3"	"ENSG00000286737.1"
2	100820139	"NPAS2"	"ENSG00000170485.17"
2	100822661	"AC092168.2"	"ENSG00000232034.1"
2	100970767	"NPAS2-AS1"	"ENSG00000230140.7"
2	100993676	"AC016738.1"	"ENSG00000223947.1"
2	101002229	"RPL31"	"ENSG00000071082.11"
2	101007617	"TBC1D8"	"ENSG00000204634.12"
2	101068378	"BBIP1P1"	"ENSG00000271532.1"
2	101151660	"TBC1D8-AS1"	"ENSG00000272902.2"
2	101252886	"CNOT11"	"ENSG00000158435.8"
2	101271219	"RNF149"	"ENSG00000163162.9"
2	101272936	"SNORD89"	"ENSG00000212283.1"
2	101309450	"MIR5696"	"ENSG00000264857.1"
2	101345550	"CREG2"	"ENSG00000175874.10"
2	101375587	"AC092570.1"	"ENSG00000226058.1"
2	101397359	"RFX8"	"ENSG00000196460.14"
2	101479390	"LINC01870"	"ENSG00000223826.1"
2	101509530	"AC092570.3"	"ENSG00000237549.1"
2	101520834	"AC092570.2"	"ENSG00000232556.1"
2	101535601	"AC093894.1"	"ENSG00000286047.1"
2	101551592	"AC093894.2"	"ENSG00000286101.1"
2	101696850	"MAP4K4"	"ENSG00000071054.16"
2	101962056	"LINC01127"	"ENSG00000281162.2"
2	101991960	"IL1R2"	"ENSG00000115590.14"
2	102037963	"AC007271.1"	"ENSG00000287771.1"
2	102064544	"IL1R1"	"ENSG00000115594.12"
2	102172621	"IL1R1-AS1"	"ENSG00000226925.1"
2	102187006	"IL1RL2"	"ENSG00000115598.10"
2	102249857	"FAM183DP"	"ENSG00000205716.4"
2	102311502	"IL1RL1"	"ENSG00000115602.17"
2	102311529	"IL18R1"	"ENSG00000115604.10"
2	102411243	"SDR42E1P5"	"ENSG00000236785.1"
2	102418689	"IL18RAP"	"ENSG00000115607.9"
2	102432289	"MIR4772"	"ENSG00000264764.1"
2	102433957	"AC007278.2"	"ENSG00000236525.1"
2	102438713	"AC007278.1"	"ENSG00000234389.1"
2	102473226	"SLC9A4"	"ENSG00000180251.5"
2	102619553	"SLC9A2"	"ENSG00000115616.3"
2	102714630	"MFSD9"	"ENSG00000135953.11"
2	102736905	"TMEM182"	"ENSG00000170417.16"
2	102873183	"LINC01796"	"ENSG00000277527.2"
2	102967408	"LINC01935"	"ENSG00000224095.1"
2	102987323	"AC108051.1"	"ENSG00000227680.1"
2	103109759	"AC073987.1"	"ENSG00000229209.1"
2	103275904	"AC010881.1"	"ENSG00000227623.1"
2	103362082	"AC011593.1"	"ENSG00000286290.1"
2	103494241	"AC092568.1"	"ENSG00000236596.1"
2	103527620	"AC018880.1"	"ENSG00000221849.2"
2	103623630	"AC018880.2"	"ENSG00000231723.1"
2	103855829	"AC013727.1"	"ENSG00000232597.6"
2	103856970	"AC013727.2"	"ENSG00000236141.2"
2	103874310	"LINC01965"	"ENSG00000256637.7"
2	103953098	"AC013727.3"	"ENSG00000273515.1"
2	104125268	"AC096554.1"	"ENSG00000228968.1"
